experiment,question_id,question,course_code,intent,difficulty,ground_truth_status,expected_language,detected_language,language_detection_correct,response_language_consistent,expected_source,expected_page,retrieved_source_1,retrieved_page_1,hit_at_1,hit_at_3,mrr,source_accuracy,page_accuracy,reference_token_recall,reference_token_precision,reference_token_f1,correctness_proxy,relevance_proxy,groundedness_proxy,completeness_proxy,latency_seconds,answer_mode,answer_bank_enabled
GGUF,Q008,কোর্সে উল্লেখিত কম্পিউটার সফটওয়্যারের দুটি ধরন কী?,CSE 101,topics,medium,needs_review,bangla,bangla,True,True,document2.pdf,3;4,document2.pdf,1,False,False,0.0,True,False,0.0,0.0,0.0,False,False,False,False,22.18,gguf_generation,False
GGUF,Q008,Course-e mention kora computer software-er dui-ti type ki?,CSE 101,topics,medium,needs_review,banglish,banglish,True,True,document2.pdf,3;4,document2.pdf,1,False,True,0.3333333333333333,True,False,0.0,0.0,0.0,False,False,True,False,5.45,gguf_generation,False
GGUF,Q009,What number systems are included in CSE 101?,CSE 101,topics,medium,verified,english,english,True,True,document2.pdf,3;4,document2.pdf,1,False,False,0.0,True,False,1.0,0.36363636363636365,0.5333333333333333,True,True,False,True,5.57,gguf_generation,False
GGUF,Q009,CSE 101 কোর্সে কোন কোন Number System অন্তর্ভুক্ত করা হয়েছে?,CSE 101,topics,medium,verified,bangla,bangla,True,True,document2.pdf,3;4,document2.pdf,1,False,False,0.0,True,False,0.0,0.0,0.0,False,False,False,False,8.676,gguf_generation,False
GGUF,Q009,CSE 101 course-e kon kon Number System include kora hoyeche?,CSE 101,topics,medium,verified,banglish,banglish,True,False,document2.pdf,3;4,document2.pdf,1,False,False,0.0,True,False,1.0,0.17391304347826086,0.29629629629629634,True,False,False,True,17.041,gguf_generation,False
GGUF,Q010,What operations are included in the study of number systems?,CSE 101,topics,medium,needs_review,english,english,True,True,document2.pdf,3;4,document2.pdf,5,False,False,0.0,True,False,0.6666666666666666,0.5,0.5714285714285715,False,True,False,False,7.002,gguf_generation,False
GGUF,Q010,Number System-এর অধ্যয়নে কোন কোন গাণিতিক অপারেশন অন্তর্ভুক্ত রয়েছে?,CSE 101,topics,medium,needs_review,bangla,bangla,True,True,document2.pdf,3;4,document2.pdf,5,False,True,0.3333333333333333,True,False,0.0,0.0,0.0,False,False,True,False,12.254,gguf_generation,False
GGUF,Q010,Number System-er study-te kon kon mathematical operation include kora hoyeche?,CSE 101,topics,medium,needs_review,banglish,banglish,True,True,document2.pdf,3;4,document2.pdf,5,False,False,0.0,True,False,0.6666666666666666,0.2,0.30769230769230765,False,False,False,False,8.017,gguf_generation,False
GGUF,Q011,What topics are included under Boolean Algebra?,CSE 101,topics,medium,needs_review,english,english,True,True,document2.pdf,3;4,document2.pdf,7,False,False,0.0,True,False,1.0,0.625,0.7692307692307693,True,True,False,True,0.192,structured_extractive,False
GGUF,Q011,Boolean Algebra-এর অধীনে কোন কোন বিষয় অন্তর্ভুক্ত রয়েছে?,CSE 101,topics,medium,needs_review,bangla,bangla,True,False,document2.pdf,3;4,document2.pdf,5,False,True,0.3333333333333333,True,False,1.0,0.625,0.7692307692307693,True,True,True,True,6.847,structured_extractive,False
GGUF,Q011,Boolean Algebra-er under-e kon kon topic include kora hoyeche?,CSE 101,topics,medium,needs_review,banglish,banglish,True,True,document2.pdf,3;4,document2.pdf,7,False,False,0.0,True,False,1.0,0.625,0.7692307692307693,True,True,False,True,0.255,structured_extractive,False
GGUF,Q012,What are the three program-planning tools included in CSE 101?,CSE 101,topics,medium,verified,english,english,True,True,document2.pdf,3;4,document2.pdf,1,False,False,0.0,True,False,1.0,0.04477611940298507,0.08571428571428572,True,False,False,True,0.217,structured_extractive,False
GGUF,Q012,CSE 101 কোর্সে ব্যবহৃত তিনটি Program Planning Tool কী কী?,CSE 101,topics,medium,verified,bangla,bangla,True,True,document2.pdf,3;4,document2.pdf,1,False,False,0.0,True,False,1.0,0.75,0.8571428571428571,True,True,False,True,9.115,gguf_generation,False
GGUF,Q012,CSE 101 course-e use kora tin-ti Program Planning Tool ki ki?,CSE 101,topics,medium,verified,banglish,banglish,True,True,document2.pdf,3;4,document2.pdf,1,False,True,0.5,True,False,0.0,0.0,0.0,False,False,True,False,6.248,gguf_generation,False
GGUF,Q013,What basic programming topics are introduced in CSE 101?,CSE 101,topics,medium,needs_review,english,english,True,True,document2.pdf,3;4,document2.pdf,1,False,True,0.5,True,False,0.09090909090909091,0.030303030303030304,0.045454545454545456,False,False,True,False,0.186,structured_extractive,False
GGUF,Q013,CSE 101 কোর্সে কোন কোন মৌলিক Programming বিষয় পড়ানো হয়?,CSE 101,topics,medium,needs_review,bangla,bangla,True,True,document2.pdf,3;4,document2.pdf,1,False,False,0.0,True,False,1.0,0.16176470588235295,0.27848101265822783,True,False,False,True,0.167,structured_extractive,False
GGUF,Q013,CSE 101 course-e kon kon basic Programming topic porano hoy?,CSE 101,topics,medium,needs_review,banglish,banglish,True,True,document2.pdf,3;4,document2.pdf,1,False,True,0.5,True,False,0.0,0.0,0.0,False,False,True,False,7.985,structured_extractive,False
GGUF,Q014,What decision-making statements are included in the course?,CSE 101,topics,medium,needs_review,english,english,True,True,document2.pdf,3;4,document2.pdf,2,False,False,0.0,True,False,1.0,0.08955223880597014,0.1643835616438356,True,False,False,True,0.182,structured_extractive,False
GGUF,Q014,কোর্সে কোন কোন Decision-Making Statement অন্তর্ভুক্ত রয়েছে?,CSE 101,topics,medium,needs_review,bangla,bangla,True,True,document2.pdf,3;4,document2.pdf,7,False,True,0.3333333333333333,True,False,1.0,0.08823529411764706,0.1621621621621622,True,False,True,True,0.167,structured_extractive,False
GGUF,Q014,Course-e kon kon Decision-Making Statement include kora hoyeche?,CSE 101,topics,medium,needs_review,banglish,banglish,True,True,document2.pdf,3;4,document2.pdf,7,False,True,0.3333333333333333,True,False,0.0,0.0,0.0,False,False,True,False,11.425,structured_extractive,False
GGUF,Q015,What three types of loops are included in CSE 101?,CSE 101,topics,medium,verified,english,english,True,True,document2.pdf,3;4,document2.pdf,1,False,False,0.0,True,False,1.0,0.04477611940298507,0.08571428571428572,True,False,False,True,0.167,structured_extractive,False
GGUF,Q015,CSE 101 কোর্সে কোন তিন ধরনের Loop অন্তর্ভুক্ত রয়েছে?,CSE 101,topics,medium,verified,bangla,bangla,True,True,document2.pdf,3;4,document2.pdf,1,False,False,0.0,True,False,1.0,0.25,0.4,True,False,False,True,7.243,gguf_generation,False
GGUF,Q015,CSE 101 course-e kon tin dhoroner Loop include kora hoyeche?,CSE 101,topics,medium,verified,banglish,banglish,True,True,document2.pdf,3;4,document2.pdf,1,False,False,0.0,True,False,1.0,0.42857142857142855,0.6,True,True,False,True,6.419,structured_extractive,False
GGUF,Q016,What topics are included under repetition and loop statements?,CSE 101,topics,medium,needs_review,english,english,True,True,document2.pdf,3;4,document2.pdf,7,False,True,0.5,True,False,1.0,0.3,0.4615384615384615,True,True,True,True,0.175,structured_extractive,False
GGUF,Q016,Repetition and Loop Statements-এর অধীনে কোন কোন বিষয় অন্তর্ভুক্ত রয়েছে?,CSE 101,topics,medium,needs_review,bangla,bangla,True,True,document2.pdf,3;4,document2.pdf,7,False,True,0.3333333333333333,True,False,0.16666666666666666,0.1,0.125,False,False,True,False,19.162,structured_extractive,False
GGUF,Q016,Repetition and Loop Statements-er under-e kon kon topic include kora hoyeche?,CSE 101,topics,medium,needs_review,banglish,banglish,True,True,document2.pdf,3;4,document2.pdf,7,False,True,0.5,True,False,1.0,0.3,0.4615384615384615,True,True,True,True,0.171,structured_extractive,False
GGUF,Q017,What types of arrays are mentioned in the course outline?,CSE 101,topics,medium,needs_review,english,english,True,True,document2.pdf,3;4,document2.pdf,2,False,False,0.0,True,False,0.0,0.0,0.0,False,False,False,False,7.199,gguf_generation,False
GGUF,Q017,কোর্সের Outline-এ কোন কোন ধরনের Array উল্লেখ করা হয়েছে?,CSE 101,topics,medium,needs_review,bangla,bangla,True,True,document2.pdf,3;4,document2.pdf,2,False,True,0.3333333333333333,True,False,0.0,0.0,0.0,False,False,True,False,8.617,gguf_generation,False
GGUF,Q017,Course-er Outline-e kon kon dhoroner Array mention kora hoyeche?,CSE 101,topics,medium,needs_review,banglish,banglish,True,True,document2.pdf,3;4,document2.pdf,7,False,True,0.3333333333333333,True,False,0.0,0.0,0.0,False,False,True,False,16.677,gguf_generation,False
GGUF,Q018,In which week is the Mid-Term Examination scheduled for CSE 101?,CSE 101,weekly_content,medium,verified,english,english,True,True,document2.pdf,4;5,document2.pdf,5,True,True,1.0,True,True,0.875,1.0,0.9333333333333333,True,True,True,True,4.749,gguf_generation,False
GGUF,Q018,CSE 101 কোর্সের Mid-Term Examination কোন সপ্তাহে অনুষ্ঠিত হয়?,CSE 101,weekly_content,medium,verified,bangla,bangla,True,True,document2.pdf,4;5,document2.pdf,8,False,True,0.3333333333333333,True,False,0.8571428571428571,0.5,0.631578947368421,True,True,True,True,6.876,gguf_generation,False
GGUF,Q018,CSE 101 course-er Mid-Term Examination kon week-e onushthito hoy?,CSE 101,weekly_content,medium,verified,banglish,banglish,True,True,document2.pdf,4;5,document2.pdf,5,True,True,1.0,True,True,1.0,0.25,0.4,True,False,True,True,3.16,gguf_generation,False
GGUF,Q019,What percentage of the total marks is allocated to the Final Exam?,CSE 101,final_exam_marks,easy,verified,english,english,True,False,document2.pdf,4;5,document2.pdf,9,False,False,0.0,True,False,0.125,1.0,0.2222222222222222,False,False,False,False,8.552,gguf_generation,False
GGUF,Q019,মোট নম্বরের কত শতাংশ Final Exam-এর জন্য বরাদ্দ করা হয়েছে?,CSE 101,final_exam_marks,easy,verified,bangla,bangla,True,True,document2.pdf,4;5,document2.pdf,9,False,False,0.0,True,False,0.0,0.0,0.0,False,False,False,False,12.208,gguf_generation,False
GGUF,Q019,Total marks-er koto percent Final Exam-er jonno boraddo kora hoyeche?,CSE 101,final_exam_marks,easy,verified,banglish,banglish,True,True,document2.pdf,4;5,document2.pdf,9,False,False,0.0,True,False,1.0,0.14285714285714285,0.25,True,False,False,True,5.507,gguf_generation,False
GGUF,Q020,What grade is awarded for a score of 80% or above?,CSE 101,assessment,medium,verified,english,english,True,True,document2.pdf,4;5,document1.pdf,5,False,False,0.0,False,False,0.3333333333333333,0.14285714285714285,0.2,False,False,False,False,6.461,gguf_generation,False
GGUF,Q020,80% বা তার বেশি নম্বর পেলে কোন Grade প্রদান করা হয়?,CSE 101,assessment,medium,verified,bangla,bangla,True,True,document2.pdf,4;5,document1.pdf,5,False,False,0.0,False,False,0.3333333333333333,0.125,0.18181818181818182,False,False,False,False,6.509,gguf_generation,False
GGUF,Q020,80% ba tar beshi marks pele kon Grade deya hoy?,CSE 101,assessment,medium,verified,banglish,banglish,True,True,document2.pdf,4;5,document1.pdf,5,False,False,0.0,False,False,0.3333333333333333,0.09090909090909091,0.14285714285714288,False,False,False,False,6.391,gguf_generation,False
GGUF,Q021,What is the course code and title of the English course?,ENG (CSE) 101,course_metadata,easy,verified,english,english,True,True,document3.pdf,1,document3.pdf,1,True,True,1.0,True,True,1.0,1.0,1.0,True,True,True,True,6.658,gguf_generation,False
GGUF,Q021,English কোর্সের কোর্স কোড এবং শিরোনাম কী?,ENG (CSE) 101,course_metadata,easy,verified,bangla,bangla,True,True,document3.pdf,1,document3.pdf,1,True,True,1.0,True,True,0.5,0.5714285714285714,0.5333333333333333,False,True,True,False,6.693,gguf_generation,False
GGUF,Q021,English course-er course code ebong title ki?,ENG (CSE) 101,course_metadata,easy,verified,banglish,banglish,True,True,document3.pdf,1,document3.pdf,1,True,True,1.0,True,True,0.8333333333333334,0.625,0.7142857142857143,True,True,True,False,6.281,gguf_generation,False
GGUF,Q022,What is the main objective of the English course?,ENG (CSE) 101,course_objective,medium,verified,english,english,True,True,document3.pdf,1,document3.pdf,1,True,True,1.0,True,True,0.8947368421052632,0.5666666666666667,0.6938775510204083,True,True,True,True,8.565,gguf_generation,False
GGUF,Q022,English কোর্সের প্রধান উদ্দেশ্য কী?,ENG (CSE) 101,course_objective,medium,verified,bangla,bangla,True,True,document3.pdf,1,document3.pdf,1,True,True,1.0,True,True,0.38095238095238093,0.21052631578947367,0.2711864406779661,False,False,True,False,9.545,gguf_generation,False
GGUF,Q022,English course-er main objective ki?,ENG (CSE) 101,course_objective,medium,verified,banglish,banglish,True,True,document3.pdf,1,document3.pdf,1,True,True,1.0,True,True,0.6111111111111112,0.3333333333333333,0.43137254901960786,False,False,True,False,9.086,gguf_generation,False
GGUF,Q023,What is CLO 1 of the English course?,ENG (CSE) 101,clo,easy,verified,english,english,True,True,document3.pdf,2,document3.pdf,1,False,False,0.0,True,False,0.8571428571428571,1.0,0.923076923076923,True,True,False,True,7.664,gguf_generation,False
GGUF,Q023,English কোর্সের CLO 1 কী?,ENG (CSE) 101,clo,easy,verified,bangla,bangla,True,True,document3.pdf,2,document3.pdf,1,False,False,0.0,True,False,0.6666666666666666,0.13333333333333333,0.2222222222222222,False,False,False,False,14.054,gguf_generation,False
GGUF,Q023,English course-er CLO 1 ki?,ENG (CSE) 101,clo,easy,verified,banglish,banglish,True,True,document3.pdf,2,document3.pdf,1,False,False,0.0,True,False,0.8,0.4444444444444444,0.5714285714285714,True,True,False,False,8.754,gguf_generation,False
GGUF,Q024,What is CLO 2 of the English course?,ENG (CSE) 101,clo,easy,verified,english,english,True,True,document3.pdf,2,document3.pdf,1,False,False,0.0,True,False,0.7777777777777778,0.7,0.7368421052631577,True,True,False,False,8.808,gguf_generation,False
GGUF,Q024,English কোর্সের CLO 2 কী?,ENG (CSE) 101,clo,easy,verified,bangla,bangla,True,True,document3.pdf,2,document3.pdf,1,False,False,0.0,True,False,0.2222222222222222,0.2,0.2105263157894737,False,False,False,False,8.111,gguf_generation,False
GGUF,Q024,English course-er CLO 2 ki?,ENG (CSE) 101,clo,easy,verified,banglish,banglish,True,True,document3.pdf,2,document3.pdf,1,False,False,0.0,True,False,0.125,0.16666666666666666,0.14285714285714288,False,False,False,False,8.265,gguf_generation,False
GGUF,Q025,What is CLO 3 of the English course?,ENG (CSE) 101,clo,easy,verified,english,english,True,True,document3.pdf,2,document3.pdf,1,False,False,0.0,True,False,1.0,0.7142857142857143,0.8333333333333333,True,True,False,True,8.742,gguf_generation,False
GGUF,Q025,English কোর্সের CLO 3 কী?,ENG (CSE) 101,clo,easy,verified,bangla,bangla,True,True,document3.pdf,2,document3.pdf,1,False,False,0.0,True,False,0.09090909090909091,0.06666666666666667,0.07692307692307691,False,False,False,False,8.52,gguf_generation,False
GGUF,Q025,English course-er CLO 3 ki?,ENG (CSE) 101,clo,easy,verified,banglish,banglish,True,True,document3.pdf,2,document3.pdf,1,False,False,0.0,True,False,0.1111111111111111,0.25,0.15384615384615383,False,False,False,False,14.122,gguf_generation,False
GGUF,Q026,What is CLO 4 of the English course?,ENG (CSE) 101,clo,easy,verified,english,english,True,True,document3.pdf,2,document3.pdf,1,False,False,0.0,True,False,1.0,0.8181818181818182,0.9,True,True,False,True,9.536,gguf_generation,False
GGUF,Q026,English কোর্সের CLO 4 কী?,ENG (CSE) 101,clo,easy,verified,bangla,bangla,True,True,document3.pdf,2,document3.pdf,1,False,False,0.0,True,False,0.7777777777777778,0.7777777777777778,0.7777777777777778,True,True,False,False,7.844,gguf_generation,False
GGUF,Q026,English course-er CLO 4 ki?,ENG (CSE) 101,clo,easy,verified,banglish,banglish,True,True,document3.pdf,2,document3.pdf,1,False,False,0.0,True,False,0.875,0.875,0.875,True,True,False,True,7.467,gguf_generation,False
GGUF,Q027,What grammar topic is introduced in Week 1?,ENG (CSE) 101,weekly_content,medium,verified,english,english,True,True,document3.pdf,3;4,document3.pdf,3,True,True,1.0,True,True,1.0,0.3333333333333333,0.5,True,True,True,True,4.738,gguf_generation,False
GGUF,Q027,Week 1-এ কোন Grammar Topic পড়ানো হয়?,ENG (CSE) 101,weekly_content,medium,verified,bangla,bangla,True,True,document3.pdf,3;4,document3.pdf,3,True,True,1.0,True,True,0.0,0.0,0.0,False,False,True,False,5.389,gguf_generation,False
GGUF,Q027,Week 1-e kon Grammar Topic porano hoy?,ENG (CSE) 101,weekly_content,medium,verified,banglish,banglish,True,True,document3.pdf,3;4,document3.pdf,3,True,True,1.0,True,True,0.0,0.0,0.0,False,False,True,False,5.373,gguf_generation,False
GGUF,Q028,What topics are covered in Week 2?,ENG (CSE) 101,weekly_content,medium,verified,english,english,True,True,document3.pdf,3;4,document1.pdf,3,False,True,0.5,False,False,0.0,0.0,0.0,False,False,True,False,5.9,gguf_generation,False
GGUF,Q028,Week 2-এ কোন কোন বিষয় পড়ানো হয়?,ENG (CSE) 101,weekly_content,medium,verified,bangla,bangla,True,True,document3.pdf,3;4,document3.pdf,4,True,True,1.0,True,True,0.0,0.0,0.0,False,False,True,False,8.973,gguf_generation,False
GGUF,Q028,Week 2-e kon kon topic porano hoy?,ENG (CSE) 101,weekly_content,medium,verified,banglish,banglish,True,True,document3.pdf,3;4,document1.pdf,4,False,True,0.5,False,False,0.0,0.0,0.0,False,False,True,False,6.607,gguf_generation,False
GGUF,Q029,What reading techniques are included in the course?,ENG (CSE) 101,topics,medium,verified,english,english,True,True,document3.pdf,3;4,document3.pdf,5,False,True,0.3333333333333333,True,False,1.0,0.2857142857142857,0.4444444444444445,True,False,True,True,5.681,gguf_generation,False
GGUF,Q029,কোর্সে কোন কোন Reading Technique অন্তর্ভুক্ত রয়েছে?,ENG (CSE) 101,topics,medium,verified,bangla,bangla,True,True,document3.pdf,3;4,document3.pdf,5,False,True,0.3333333333333333,True,False,0.0,0.0,0.0,False,False,True,False,9.351,gguf_generation,False
GGUF,Q029,Course-e kon kon Reading Technique include kora hoyeche?,ENG (CSE) 101,topics,medium,verified,banglish,banglish,True,True,document3.pdf,3;4,document3.pdf,5,False,True,0.3333333333333333,True,False,0.0,0.0,0.0,False,False,True,False,6.44,gguf_generation,False
GGUF,Q030,What types of formal letters are included in the course?,ENG (CSE) 101,topics,medium,verified,english,english,True,True,document3.pdf,3;4,document3.pdf,5,False,True,0.3333333333333333,True,False,0.6,0.75,0.6666666666666665,False,True,True,False,6.887,gguf_generation,False
GGUF,Q030,কোর্সে কোন কোন ধরনের Formal Letter অন্তর্ভুক্ত রয়েছে?,ENG (CSE) 101,topics,medium,verified,bangla,bangla,True,True,document3.pdf,3;4,document3.pdf,5,False,True,0.5,True,False,0.0,0.0,0.0,False,False,True,False,8.881,gguf_generation,False
GGUF,Q030,Course-e kon kon dhoroner Formal Letter include kora hoyeche?,ENG (CSE) 101,topics,medium,verified,banglish,banglish,True,True,document3.pdf,3;4,document3.pdf,5,False,True,0.5,True,False,0.75,0.04054054054054054,0.07692307692307693,True,False,True,False,0.169,structured_extractive,False
GGUF,Q031,What is taught under the Email Writing topic?,ENG (CSE) 101,topics,medium,verified,english,english,True,True,document3.pdf,3;4,document3.pdf,3,True,True,1.0,True,True,0.2857142857142857,0.028169014084507043,0.05128205128205127,False,False,True,False,0.175,structured_extractive,False
GGUF,Q031,Email Writing-এর অধীনে কী শেখানো হয়?,ENG (CSE) 101,topics,medium,verified,bangla,bangla,True,True,document3.pdf,3;4,document3.pdf,5,False,True,0.5,True,False,0.14285714285714285,0.013888888888888888,0.02531645569620253,False,False,True,False,0.158,structured_extractive,False
GGUF,Q031,Email Writing-er under-e ki shekhano hoy?,ENG (CSE) 101,topics,medium,verified,banglish,banglish,True,True,document3.pdf,3;4,document3.pdf,3,True,True,1.0,True,True,0.42857142857142855,0.07142857142857142,0.12244897959183672,False,False,True,False,12.455,gguf_generation,False
GGUF,Q032,What topic is covered after the Mid-Term Examination?,ENG (CSE) 101,weekly_content,medium,verified,english,english,True,True,document3.pdf,3;4,document3.pdf,5,False,False,0.0,True,False,0.0,0.0,0.0,False,False,False,False,0.164,structured_extractive,False
GGUF,Q032,Mid-Term Examination-এর পর কোন বিষয় পড়ানো হয়?,ENG (CSE) 101,weekly_content,medium,verified,bangla,bangla,True,True,document3.pdf,3;4,document3.pdf,4,True,True,1.0,True,True,0.0,0.0,0.0,False,False,True,False,7.541,gguf_generation,False
GGUF,Q032,Mid-Term Examination-er por kon topic porano hoy?,ENG (CSE) 101,weekly_content,medium,verified,banglish,banglish,True,True,document3.pdf,3;4,document3.pdf,5,False,False,0.0,True,False,0.0,0.0,0.0,False,False,False,False,6.462,structured_extractive,False
GGUF,Q033,What is the focus of the Modals Verbs topic?,ENG (CSE) 101,topics,medium,needs_review,english,english,True,True,document3.pdf,3;4,document3.pdf,4,True,True,1.0,True,True,0.375,0.04225352112676056,0.0759493670886076,False,False,True,False,0.223,structured_extractive,False
GGUF,Q033,Modals Verbs বিষয়টির মূল লক্ষ্য কী?,ENG (CSE) 101,topics,medium,needs_review,bangla,bangla,True,True,document3.pdf,3;4,document3.pdf,4,True,True,1.0,True,True,0.16666666666666666,0.013888888888888888,0.02564102564102564,False,False,True,False,0.182,structured_extractive,False
GGUF,Q033,Modals Verbs topic-er main focus ki?,ENG (CSE) 101,topics,medium,needs_review,banglish,banglish,True,True,document3.pdf,3;4,document3.pdf,2,False,True,0.5,True,False,0.16666666666666666,0.013513513513513514,0.025,False,False,True,False,0.205,structured_extractive,False
GGUF,Q034,What are commonly confusing words according to the course outline?,ENG (CSE) 101,topics,hard,needs_review,english,english,True,True,document3.pdf,3;4,document3.pdf,2,False,True,0.5,True,False,0.0,0.0,0.0,False,False,True,False,7.035,gguf_generation,False
GGUF,Q034,কোর্সের Outline অনুযায়ী Commonly Confusing Words বলতে কী বোঝানো হয়েছে?,ENG (CSE) 101,topics,hard,needs_review,bangla,bangla,True,True,document3.pdf,3;4,document3.pdf,2,False,True,0.5,True,False,0.0,0.0,0.0,False,False,True,False,16.262,gguf_generation,False
GGUF,Q034,Course Outline onujayi Commonly Confusing Words bolte ki bojhano hoyeche?,ENG (CSE) 101,topics,hard,needs_review,banglish,banglish,True,True,document3.pdf,3;4,document3.pdf,2,False,True,0.5,True,False,0.0,0.0,0.0,False,False,True,False,7.211,gguf_generation,False
GGUF,Q035,What areas are covered under Error Correction?,ENG (CSE) 101,topics,medium,needs_review,english,english,True,True,document3.pdf,3;4,document3.pdf,4,True,True,1.0,True,True,1.0,0.056338028169014086,0.10666666666666667,True,False,True,True,0.164,structured_extractive,False
GGUF,Q035,Error Correction-এর অধীনে কোন কোন বিষয় অন্তর্ভুক্ত রয়েছে?,ENG (CSE) 101,topics,medium,needs_review,bangla,bangla,True,True,document3.pdf,3;4,document3.pdf,2,False,True,0.5,True,False,1.0,0.05555555555555555,0.10526315789473684,True,False,True,True,0.161,structured_extractive,False
GGUF,Q035,Error Correction-er under-e kon kon topic include kora hoyeche?,ENG (CSE) 101,topics,medium,needs_review,banglish,banglish,True,True,document3.pdf,3;4,document3.pdf,2,False,True,0.5,True,False,1.0,0.05405405405405406,0.10256410256410257,True,False,True,True,0.161,structured_extractive,False
GGUF,Q036,What activities are included under the Film and Book Review topic?,ENG (CSE) 101,topics,medium,needs_review,english,english,True,True,document3.pdf,3;4,document3.pdf,2,False,True,0.5,True,False,1.0,0.056338028169014086,0.10666666666666667,True,False,True,True,0.173,structured_extractive,False
GGUF,Q036,Film and Book Review বিষয়ের অধীনে কোন কোন কার্যক্রম অন্তর্ভুক্ত রয়েছে?,ENG (CSE) 101,topics,medium,needs_review,bangla,bangla,True,True,document3.pdf,3;4,document3.pdf,2,False,True,0.5,True,False,1.0,0.05555555555555555,0.10526315789473684,True,False,True,True,0.175,structured_extractive,False
GGUF,Q036,Film and Book Review topic-er under-e kon kon activity include kora hoyeche?,ENG (CSE) 101,topics,medium,needs_review,banglish,banglish,True,True,document3.pdf,3;4,document3.pdf,2,False,True,0.3333333333333333,True,False,1.0,0.05405405405405406,0.10256410256410257,True,False,True,True,0.177,structured_extractive,False
GGUF,Q037,What is the purpose of paragraph writing in the course?,ENG (CSE) 101,topics,medium,needs_review,english,english,True,True,document3.pdf,3;4,document3.pdf,1,False,False,0.0,True,False,0.4444444444444444,0.15384615384615385,0.2285714285714286,False,False,False,False,8.295,gguf_generation,False
GGUF,Q037,কোর্সে Paragraph Writing-এর উদ্দেশ্য কী?,ENG (CSE) 101,topics,medium,needs_review,bangla,bangla,True,True,document3.pdf,3;4,document3.pdf,5,False,True,0.3333333333333333,True,False,0.2857142857142857,0.18181818181818182,0.2222222222222222,False,False,True,False,13.344,gguf_generation,False
GGUF,Q037,Course-e Paragraph Writing-er uddeshyo ki?,ENG (CSE) 101,topics,medium,needs_review,banglish,banglish,True,True,document3.pdf,3;4,document3.pdf,5,False,True,0.3333333333333333,True,False,0.0,0.0,0.0,False,False,True,False,19.91,gguf_generation,False
GGUF,Q038,What teaching-learning strategies are used in the English course?,ENG (CSE) 101,topics,medium,verified,english,english,True,True,document3.pdf,3;4,document3.pdf,5,False,True,0.5,True,False,1.0,1.0,1.0,True,True,True,True,6.723,gguf_generation,False
GGUF,Q038,English কোর্সে কোন কোন Teaching-Learning Strategy ব্যবহার করা হয়?,ENG (CSE) 101,topics,medium,verified,bangla,bangla,True,True,document3.pdf,3;4,document3.pdf,5,False,True,0.5,True,False,0.0,0.0,0.0,False,False,True,False,8.926,gguf_generation,False
GGUF,Q038,English course-e kon kon Teaching-Learning Strategy use kora hoy?,ENG (CSE) 101,topics,medium,verified,banglish,banglish,True,True,document3.pdf,3;4,document3.pdf,3,True,True,1.0,True,True,1.0,0.42105263157894735,0.5925925925925926,True,True,True,True,6.948,gguf_generation,False
GGUF,Q039,How many class tests and quizzes may be taken during the semester?,ENG (CSE) 101,assessment,medium,verified,english,english,True,True,document3.pdf,4;5,document1.pdf,4,False,True,0.5,False,False,0.375,0.3,0.33333333333333326,False,False,True,False,6.991,gguf_generation,False
GGUF,Q039,একটি Semester-এ কতটি Class Test এবং Quiz নেওয়া হতে পারে?,ENG (CSE) 101,assessment,medium,verified,bangla,bangla,True,True,document3.pdf,4;5,document1.pdf,4,False,True,0.5,False,False,0.375,0.25,0.3,False,False,True,False,13.051,gguf_generation,False
GGUF,Q039,Ekta Semester-e koyti Class Test ebong Quiz neya hote pare?,ENG (CSE) 101,assessment,medium,verified,banglish,banglish,True,True,document3.pdf,4;5,document1.pdf,4,False,True,0.5,False,False,0.6,0.25,0.35294117647058826,False,False,True,False,7.207,gguf_generation,False
GGUF,Q040,What percentage of the total evaluation is allocated to the Term Examination?,ENG (CSE) 101,final_exam_marks,easy,verified,english,english,True,False,document3.pdf,4;5,document2.pdf,9,False,False,0.0,False,False,0.125,1.0,0.2222222222222222,False,False,False,False,8.407,gguf_generation,False
GGUF,Q040,মোট Evaluation-এর কত শতাংশ Term Examination-এর জন্য বরাদ্দ করা হয়েছে?,ENG (CSE) 101,final_exam_marks,easy,verified,bangla,bangla,True,True,document3.pdf,4;5,document2.pdf,8,False,False,0.0,False,False,0.8571428571428571,0.5,0.631578947368421,True,True,False,True,12.384,gguf_generation,False
GGUF,Q040,Total Evaluation-er koto percent Term Examination-er jonno boraddo kora hoyeche?,ENG (CSE) 101,final_exam_marks,easy,verified,banglish,banglish,True,True,document3.pdf,4;5,document2.pdf,9,False,False,0.0,False,False,1.0,0.25,0.4,True,False,False,True,9.19,gguf_generation,False
GGUF,Q041,What is the course code and title of MTH 101?,MTH 101,course_metadata,easy,verified,english,english,True,True,document1.pdf,1,document1.pdf,1,True,True,1.0,True,True,0.6666666666666666,0.8,0.7272727272727272,False,True,True,False,7.89,gguf_generation,False
GGUF,Q041,MTH 101 কোর্সের কোর্স কোড এবং শিরোনাম কী?,MTH 101,course_metadata,easy,verified,bangla,bangla,True,True,document1.pdf,1,document1.pdf,1,True,True,1.0,True,True,1.0,0.6153846153846154,0.761904761904762,True,True,True,True,10.724,gguf_generation,False
